timestamp,device,from,to
21:08:08.261,companion,OK,ABSENT
21:08:08.657,audio,OK,ABSENT
21:08:10.355,companion,ABSENT,OK
21:08:10.727,audio,ABSENT,OK
21:08:14.307,companion,OK,ABSENT
21:08:14.667,audio,OK,ABSENT
21:08:16.388,companion,ABSENT,OK
21:08:16.783,audio,ABSENT,OK
21:08:22.311,companion,OK,ABSENT
21:08:22.666,audio,OK,ABSENT
21:08:24.365,companion,ABSENT,OK
21:08:24.751,audio,ABSENT,OK
21:08:32.166,companion,OK,ABSENT
21:08:32.500,audio,OK,ABSENT
21:08:36.076,companion,ABSENT,OK
21:08:36.462,audio,ABSENT,OK
21:08:46.122,audio,OK,ABSENT
21:08:48.212,audio,ABSENT,OK
21:08:52.141,audio,OK,ABSENT
21:08:55.679,companion,OK,ABSENT
21:09:01.849,audio,ABSENT,OK
21:09:03.645,companion,ABSENT,OK
21:09:11.467,companion,OK,ABSENT
21:09:11.815,audio,OK,ABSENT
21:09:13.493,companion,ABSENT,OK
21:09:15.423,companion,OK,ABSENT
21:09:19.342,companion,ABSENT,OK
21:09:19.713,audio,ABSENT,OK
21:09:30.841,companion,OK,ABSENT
21:09:31.197,audio,OK,ABSENT
21:09:32.927,companion,ABSENT,OK
21:09:33.321,audio,ABSENT,OK
21:09:40.986,audio,OK,ABSENT
21:09:42.620,companion,OK,ABSENT
21:09:46.572,companion,ABSENT,OK
21:09:46.955,audio,ABSENT,OK
21:09:50.513,companion,OK,ABSENT
21:09:50.873,audio,OK,ABSENT
21:09:52.536,companion,ABSENT,OK
21:09:54.465,companion,OK,ABSENT
21:10:00.361,companion,ABSENT,OK
21:10:00.728,audio,ABSENT,OK
21:10:04.519,companion,OK,ABSENT
21:10:04.875,audio,OK,ABSENT
21:10:06.707,companion,ABSENT,OK
21:10:07.106,audio,ABSENT,OK
21:10:18.498,companion,OK,ABSENT
21:10:18.854,audio,OK,ABSENT
21:10:20.608,companion,ABSENT,OK
21:10:20.977,audio,ABSENT,OK
21:10:30.723,audio,OK,ABSENT
21:10:32.763,audio,ABSENT,OK
21:10:42.165,companion,OK,ABSENT
21:10:42.563,audio,OK,ABSENT
21:10:44.523,companion,ABSENT,OK
21:10:47.681,audio,ABSENT,OK
21:10:51.903,audio,OK,ABSENT
21:10:53.907,audio,ABSENT,OK
21:11:12.290,audio,OK,ABSENT
21:11:14.351,audio,ABSENT,OK
21:11:18.340,audio,OK,ABSENT
21:11:20.500,audio,ABSENT,OK
21:12:09.717,audio,OK,ABSENT
21:12:11.936,audio,ABSENT,OK
21:12:15.860,companion,OK,ABSENT
21:12:16.272,audio,OK,ABSENT
21:12:18.120,companion,ABSENT,OK
21:12:18.511,audio,ABSENT,OK
21:12:22.327,companion,OK,ABSENT
21:12:22.721,audio,OK,ABSENT
21:12:24.464,companion,ABSENT,OK
21:12:26.586,companion,OK,ABSENT
21:12:32.854,companion,ABSENT,OK
21:12:33.307,audio,ABSENT,OK
21:12:37.677,audio,OK,ABSENT
21:12:43.854,audio,ABSENT,OK
21:12:51.517,audio,OK,ABSENT
21:12:53.587,audio,ABSENT,OK
21:12:57.196,companion,OK,ABSENT
21:12:57.587,audio,OK,ABSENT
21:12:59.225,companion,ABSENT,OK
21:13:01.277,companion,OK,ABSENT
21:13:03.504,companion,ABSENT,OK
21:13:03.881,audio,ABSENT,OK
21:13:10.043,audio,OK,ABSENT
21:13:12.119,audio,ABSENT,PROBLEM:Error
21:13:13.812,companion,OK,ABSENT
21:13:14.215,audio,PROBLEM:Error,ABSENT
21:13:15.991,companion,ABSENT,OK
21:13:16.354,audio,ABSENT,OK
21:13:25.749,companion,OK,ABSENT
21:13:26.129,audio,OK,ABSENT
21:13:27.864,companion,ABSENT,OK
21:13:28.271,audio,ABSENT,OK
21:13:31.995,companion,OK,ABSENT
21:13:32.393,audio,OK,ABSENT
21:13:34.118,companion,ABSENT,OK
21:13:36.202,companion,OK,ABSENT
21:13:36.601,audio,ABSENT,OK
21:13:38.372,companion,ABSENT,OK
21:13:44.372,companion,OK,ABSENT
21:13:44.769,audio,OK,ABSENT
21:13:46.653,companion,ABSENT,OK
21:13:47.039,audio,ABSENT,OK
21:13:56.695,companion,OK,ABSENT
21:13:57.081,audio,OK,ABSENT
21:13:58.760,companion,ABSENT,OK
21:14:00.736,companion,OK,ABSENT
21:14:06.879,companion,ABSENT,OK
21:14:07.274,audio,ABSENT,OK
21:14:13.419,audio,OK,ABSENT
21:14:15.548,audio,ABSENT,OK
21:14:19.589,audio,OK,ABSENT
21:14:23.285,companion,OK,ABSENT
21:14:23.680,audio,ABSENT,OK
21:14:25.407,companion,ABSENT,OK
21:14:29.366,companion,OK,ABSENT
21:14:29.753,audio,OK,ABSENT
21:14:31.521,companion,ABSENT,OK
21:14:31.881,audio,ABSENT,OK
21:14:35.496,companion,OK,ABSENT
21:14:35.908,audio,OK,ABSENT
21:14:37.718,companion,ABSENT,OK
21:14:38.087,audio,ABSENT,OK
21:14:42.278,audio,OK,ABSENT
21:14:44.378,audio,ABSENT,OK
21:14:48.001,companion,OK,ABSENT
21:14:48.378,audio,OK,ABSENT
21:14:50.168,companion,ABSENT,OK
21:14:50.525,audio,ABSENT,OK
21:14:54.182,companion,OK,ABSENT
21:14:54.569,audio,OK,ABSENT
21:14:56.355,companion,ABSENT,OK
21:14:56.725,audio,ABSENT,OK
21:15:04.786,audio,OK,ABSENT
21:15:06.873,audio,ABSENT,OK
21:15:16.393,companion,OK,ABSENT
21:15:16.761,audio,OK,ABSENT
21:15:20.455,companion,ABSENT,OK
21:15:20.851,audio,ABSENT,OK
21:15:24.444,companion,OK,ABSENT
21:15:24.819,audio,OK,ABSENT
21:15:26.483,companion,ABSENT,OK
21:15:28.474,companion,OK,ABSENT
21:15:30.599,companion,ABSENT,OK
21:15:30.969,audio,ABSENT,OK
21:15:36.490,companion,OK,ABSENT
21:15:36.854,audio,OK,ABSENT
21:15:38.595,companion,ABSENT,OK
21:15:38.994,audio,ABSENT,OK
21:15:50.786,audio,OK,ABSENT
21:15:54.887,audio,ABSENT,OK
21:16:12.661,companion,OK,ABSENT
21:16:13.020,audio,OK,ABSENT
21:16:14.807,companion,ABSENT,OK
21:16:15.207,audio,ABSENT,OK
21:16:18.904,companion,OK,ABSENT
21:16:19.261,audio,OK,ABSENT
21:16:21.019,companion,ABSENT,OK
21:16:21.376,audio,ABSENT,OK
21:16:25.395,audio,OK,ABSENT
21:16:27.056,companion,OK,ABSENT
21:16:31.205,companion,ABSENT,OK
21:16:31.567,audio,ABSENT,OK
21:16:47.710,audio,OK,ABSENT
21:16:51.375,companion,OK,ABSENT
21:16:59.545,companion,ABSENT,OK
21:16:59.943,audio,ABSENT,OK
21:17:14.354,companion,OK,ABSENT
21:17:14.750,audio,OK,ABSENT
21:17:16.487,companion,ABSENT,OK
21:17:16.821,audio,ABSENT,OK
21:17:18.818,audio,OK,ABSENT
21:17:20.928,audio,ABSENT,OK
21:17:24.993,audio,OK,ABSENT
21:17:27.110,audio,ABSENT,OK
21:17:31.139,audio,OK,ABSENT
21:17:37.282,audio,ABSENT,OK
21:17:40.618,hub-usb2,OK,ABSENT
21:17:40.976,companion,OK,ABSENT
21:17:41.328,audio,OK,ABSENT
21:17:42.757,hub-usb2,ABSENT,OK
21:17:43.108,companion,ABSENT,OK
21:17:43.499,audio,ABSENT,PROBLEM:Error
21:17:45.516,audio,PROBLEM:Error,ABSENT
21:17:51.662,audio,ABSENT,OK
21:17:59.284,companion,OK,ABSENT
21:17:59.613,audio,OK,ABSENT
21:18:01.424,companion,ABSENT,OK
21:18:01.805,audio,ABSENT,PROBLEM:Error
21:18:03.965,audio,PROBLEM:Error,ABSENT
21:18:06.083,audio,ABSENT,OK
21:18:11.921,companion,OK,ABSENT
21:18:12.273,audio,OK,ABSENT
21:18:14.023,companion,ABSENT,OK
21:18:17.948,companion,OK,ABSENT
21:18:23.903,companion,ABSENT,OK
21:18:24.296,audio,ABSENT,OK
21:19:10.925,audio,OK,ABSENT
21:19:14.601,companion,OK,ABSENT
21:19:20.648,companion,ABSENT,OK
21:19:21.057,audio,ABSENT,OK
21:19:31.129,audio,OK,ABSENT
21:19:33.299,audio,ABSENT,OK
21:19:37.161,audio,OK,ABSENT
21:19:39.079,audio,ABSENT,OK
21:19:42.388,companion,OK,ABSENT
21:19:42.723,audio,OK,ABSENT
21:19:44.343,companion,ABSENT,OK
21:19:44.716,audio,ABSENT,OK
21:19:48.078,companion,OK,ABSENT
21:19:48.397,audio,OK,ABSENT
21:19:49.972,companion,ABSENT,OK
21:19:50.293,audio,ABSENT,OK
21:20:05.134,companion,OK,ABSENT
21:20:05.478,audio,OK,ABSENT
21:20:07.142,companion,ABSENT,OK
21:20:07.533,audio,ABSENT,OK
21:20:23.514,companion,OK,ABSENT
21:20:23.943,audio,OK,ABSENT
21:20:26.056,companion,ABSENT,OK
21:20:29.103,audio,ABSENT,OK
21:20:36.173,companion,OK,ABSENT
21:20:36.667,audio,OK,ABSENT
21:20:38.174,hub-usb2,OK,ABSENT
21:20:40.535,hub-usb2,ABSENT,OK
21:20:46.516,companion,ABSENT,OK
21:20:47.054,audio,ABSENT,OK
21:20:54.024,audio,OK,ABSENT
21:20:56.873,audio,ABSENT,OK
21:21:01.742,audio,OK,ABSENT
21:21:04.594,audio,ABSENT,OK
21:21:06.822,companion,OK,ABSENT
21:21:07.378,audio,OK,ABSENT
21:21:09.732,companion,ABSENT,OK
21:21:10.260,audio,ABSENT,OK
21:21:12.552,companion,OK,ABSENT
21:21:13.045,audio,OK,ABSENT
21:21:15.375,companion,ABSENT,OK
21:21:15.883,audio,ABSENT,OK
21:21:18.402,audio,OK,ABSENT
21:21:21.195,audio,ABSENT,OK
21:21:49.774,companion,OK,ABSENT
21:21:50.232,audio,OK,ABSENT
21:21:54.725,companion,ABSENT,OK
21:21:59.543,companion,OK,ABSENT
21:22:04.434,companion,ABSENT,OK
21:22:05.012,audio,ABSENT,PROBLEM:Error
21:22:06.990,companion,OK,ABSENT
21:22:07.404,audio,PROBLEM:Error,ABSENT
21:22:09.832,companion,ABSENT,OK
21:22:10.399,audio,ABSENT,OK
21:22:27.644,companion,OK,ABSENT
21:22:28.043,audio,OK,ABSENT
21:22:30.163,companion,ABSENT,OK
21:22:33.192,audio,ABSENT,OK
21:22:35.892,audio,OK,ABSENT
21:22:40.619,audio,ABSENT,OK
21:22:44.321,companion,OK,ABSENT
21:22:44.731,audio,OK,ABSENT
21:22:46.359,companion,ABSENT,OK
21:22:50.482,audio,ABSENT,OK
21:22:57.848,audio,OK,ABSENT
21:23:01.682,companion,OK,ABSENT
21:23:07.943,companion,ABSENT,OK
21:23:08.338,audio,ABSENT,OK
21:23:13.817,companion,OK,ABSENT
21:23:14.246,audio,OK,ABSENT
21:23:16.032,companion,ABSENT,OK
21:23:16.373,audio,ABSENT,OK
21:23:19.955,companion,OK,ABSENT
21:23:20.322,audio,OK,ABSENT
21:23:21.928,companion,ABSENT,OK
21:23:26.290,audio,ABSENT,OK
21:23:33.892,audio,OK,ABSENT
21:23:35.944,audio,ABSENT,OK
21:23:41.291,companion,OK,ABSENT
21:23:41.660,audio,OK,ABSENT
21:23:43.401,companion,ABSENT,OK
21:23:43.775,audio,ABSENT,OK
21:23:47.303,companion,OK,ABSENT
21:23:47.692,audio,OK,ABSENT
21:23:49.472,companion,ABSENT,OK
21:23:49.822,audio,ABSENT,OK
21:24:01.147,companion,OK,ABSENT
21:24:01.514,audio,OK,ABSENT
21:24:07.418,companion,ABSENT,OK
21:24:12.005,audio,ABSENT,OK
21:24:26.521,companion,OK,ABSENT
21:24:26.926,audio,OK,ABSENT
21:24:30.810,companion,ABSENT,OK
21:24:34.932,companion,OK,ABSENT
21:24:41.434,companion,ABSENT,OK
21:24:41.830,audio,ABSENT,OK
21:24:50.692,hub-usb2,OK,ABSENT
21:24:51.022,companion,OK,ABSENT
21:24:51.352,audio,OK,ABSENT
21:24:52.686,hub-usb2,ABSENT,OK
21:24:53.032,companion,ABSENT,OK
21:24:53.379,audio,ABSENT,OK
21:25:01.231,audio,OK,ABSENT
21:25:07.691,audio,ABSENT,OK
21:25:09.795,audio,OK,ABSENT
21:25:15.705,companion,OK,ABSENT
21:25:21.725,companion,ABSENT,OK
21:25:22.055,audio,ABSENT,OK
21:25:27.696,audio,OK,ABSENT
21:25:29.737,audio,ABSENT,OK
21:25:46.195,audio,OK,ABSENT
21:25:48.246,audio,ABSENT,OK
21:25:51.789,companion,OK,ABSENT
21:25:52.140,audio,OK,ABSENT
21:25:53.885,companion,ABSENT,OK
21:25:54.232,audio,ABSENT,OK
21:25:57.758,companion,OK,ABSENT
21:25:58.143,audio,OK,ABSENT
21:25:59.891,companion,ABSENT,OK
21:26:00.241,audio,ABSENT,OK
21:26:15.208,companion,OK,ABSENT
21:26:15.538,audio,OK,ABSENT
21:26:17.223,companion,ABSENT,OK
21:26:20.983,companion,OK,ABSENT
21:26:28.461,companion,ABSENT,PROBLEM:Error
21:26:30.337,companion,PROBLEM:Error,ABSENT
21:26:30.771,audio,ABSENT,OK
21:26:32.517,companion,ABSENT,OK
21:26:36.287,companion,OK,ABSENT
21:26:36.646,audio,OK,ABSENT
21:26:38.334,companion,ABSENT,OK
21:26:38.699,audio,ABSENT,OK
21:27:08.362,audio,OK,ABSENT
21:27:12.174,companion,OK,ABSENT
21:27:17.914,companion,ABSENT,OK
21:27:18.270,audio,ABSENT,OK
21:27:28.972,hub-usb2,OK,ABSENT
21:27:29.318,companion,OK,ABSENT
21:27:29.645,audio,OK,ABSENT
21:27:31.005,hub-usb2,ABSENT,OK
21:27:31.333,companion,ABSENT,OK
21:27:33.260,companion,OK,ABSENT
21:27:35.290,companion,ABSENT,OK
21:27:35.661,audio,ABSENT,OK
21:27:47.089,audio,OK,ABSENT
21:27:49.180,audio,ABSENT,OK
21:27:53.030,audio,OK,ABSENT
21:27:55.095,audio,ABSENT,OK
21:27:58.612,companion,OK,ABSENT
21:27:58.987,audio,OK,ABSENT
21:28:00.715,companion,ABSENT,OK
21:28:01.060,audio,ABSENT,OK
21:28:05.117,audio,OK,ABSENT
21:28:07.287,audio,ABSENT,OK
21:28:11.305,audio,OK,ABSENT
21:28:13.382,audio,ABSENT,OK
21:28:16.947,companion,OK,ABSENT
21:28:17.306,audio,OK,ABSENT
21:28:19.027,companion,ABSENT,OK
21:28:19.368,audio,ABSENT,OK
21:28:22.901,companion,OK,ABSENT
21:28:23.276,audio,OK,ABSENT
21:28:24.892,companion,ABSENT,OK
21:28:26.790,companion,OK,ABSENT
21:28:28.801,companion,ABSENT,OK
21:28:29.133,audio,ABSENT,PROBLEM:Error
21:28:30.399,hub-usb2,OK,ABSENT
21:28:30.734,companion,OK,ABSENT
21:28:31.072,audio,PROBLEM:Error,ABSENT
21:28:32.435,hub-usb2,ABSENT,OK
21:28:32.789,companion,ABSENT,OK
21:28:33.155,audio,ABSENT,OK
21:28:36.736,companion,OK,ABSENT
21:28:37.063,audio,OK,ABSENT
21:28:38.752,companion,ABSENT,OK
21:28:40.666,companion,OK,ABSENT
21:28:42.787,companion,ABSENT,OK
21:28:43.127,audio,ABSENT,OK
21:28:50.316,hub-usb2,OK,ABSENT
21:28:50.643,companion,OK,ABSENT
21:28:50.956,audio,OK,ABSENT
21:28:52.351,hub-usb2,ABSENT,OK
21:28:52.742,companion,ABSENT,OK
21:28:53.088,audio,ABSENT,OK
21:28:56.489,companion,OK,ABSENT
21:28:56.908,audio,OK,ABSENT
21:28:58.727,companion,ABSENT,OK
21:28:59.077,audio,ABSENT,OK
21:29:07.497,audio,OK,ABSENT
21:29:09.571,audio,ABSENT,OK
21:29:30.762,audio,OK,ABSENT
21:29:33.757,audio,ABSENT,OK
